Queso de tenerife,ración
Queso de tiétar,ración
Queso edam,ración
Queso emmental,ración
Queso en porciones,ración
Queso flor de guía,ración
"Queso fresco, cabra",ración
Queso fresco de burgos,ración
"Queso fresco, desnatado, con frutas",ración
"Queso fundido, extragraso (>60% MG/ES)",ración
Queso gata-hurdes,ración
Queso gaztazarra,ración
Queso Gouda,ración
Queso grazalema,ración
Queso Gruyer,ración
Queso herreño,ración
Queso Ibores,ración
Queso Mahón,ración
Queso majorero,ración
"Queso manchego, en aceite",ración
Queso manchego,ración
Queso mozzarella,ración
Queso munster,ración
"Queso para untar, con finas hierbas",ración
"Queso para untar, con salmón",ración
"Queso para untar, natural, bajo en calorías",ración
Queso para untar,ración
Queso parmesano,ración
Queso pasiego,ración
Queso pedroches,ración
Queso peñamellera,ración
Queso picón,ración
Queso porrúa,ración
Queso Raclette,ración
"Queso rallado, genérico",ración
Queso roquefort,ración
Queso San Simón,ración
"Queso semicurado, genérico",ración
Queso serrat,ración
Queso servilleta,ración
Queso Tetilla,ración
"Queso tierno, genérico",ración
Queso torta del casar,ración
Queso tupí,ración
Queso Zamorano,ración
Quinoa con espinacas,ración
Quinoa con verduras,ración
"Quinoa, cruda",ración
Rábano,ración
Rabo de toro,ración
Rancho canario,ración
"Rape, a la parrilla",ración
Rape con gambas y mejillones,ración
"Rape, crudo",ración
"Rape, plancha",ración
"Raya, cruda",ración
"Refresco con gas, sabor cola, sin cafeina, bajo en calorías",vaso
"Refresco con gas, sabor cola, sin cafeina",vaso
"Refresco, con gas, sabor naranja",vaso
"Refresco de té, bajo en calorías",vaso
Refresco de té,vaso
"Refresco, sabor cola, bajo en calorías",vaso
"Refresco, sabor cola",vaso
"Refresco, sabor limón, con gas",vaso
"Refresco, sabor naranja, sin gas",vaso
"Refresco ""tipo gaseosa""",vaso
"Refresco tipo ""tónica""",vaso
Regaliz,unidad
"Remolacha, en conserva",ración
Repollo,ración
Requesón,ración
Revuelto de huevo y tomate,ración
Revuelto de setas,ración
"Riñón, de cordero, crudo",ración
"Riñón, de ternera, crudo",ración
Risotto de setas frescas y secas,ración
Risotto integral con setas y crema de quesos,ración
Rodaballo,ración
Rollito de primavera,ración
Romero,pizca
Ron,vaso
Ropa vieja,ración
Rosquilla,ración
Rúcula,ración
Salami,ración
Salchicha de pollo fresca,ración
"Salchicha, fresca",ración
"Salchicha, tipo ""frankfurt""",ración
"Salchicha, tipo país, a la plancha",ración
"Salchicha, tipo viena",ración
Salchichón,ración
Sal de mar,pizca
"Salema, cruda",ración
Salmón ahumado,ración
"Salmón a las finas hierbas con ensalada de aguacate, tomate y queso fresco",ración
Salmón al papillote con verduras,ración
Salmonete,ración
Salmón marinado al curry,ración
"Salmón, plancha",ración
Salmón,ración
Salmorejo,ración
Salpicón de pulpo canario,ración
Salsa agridulce,cucharada sopera
Salsa al curry,cucharada sopera
Salsa al roquefort,cucharada sopera
Salsa barbacoa,cucharada sopera
Salsa bechamel,cucharada sopera
Salsa boloñesa,cucharada sopera
Salsa brava,ración
Salsa carbonara,cucharada sopera
Salsa de queso,cucharada sopera
Salsa de sésamo,cucharada
Salsa de soja,cucharada
Salsa napolitana,cucharada sopera
"Salsa siciliana, picante",cucharada sopera
"Salsa vinagreta, con aceite de oliva",cucharada sopera
Salvado de trigo,cucharada colmada
Sal yodada,pizca
Sancocho canario,ración
Sandía,ración
"Sandwich de aguacate, tomate y pechuga de pavo/pollo",ración
Sandwich de jamón y queso,ración
Sandwich vegetal con huevo y atún,ración
Sangría,vaso
"San jacobo, congelado",ración
"Sardina, asada",ración
"Sardina, enlatada, en aceite, escurrida",ración
"Sardina, enlatada, en escabeche",ración
Sardina,ración
Sardinas al horno con perejil,ración
"Sargo, crudo",ración
Seitán a la plancha,ración
Seitán,ración
Semilla de lino,cucharada
"Sémola de trigo, cruda",cucharada colmada
"Sémola de trigo, hervida",cucharada colmada
Sepia,ración
Sésamo molido,cucharada
"Sésamo, semilla",cucharada
"Sesos, de cerdo, crudos",ración
"Sesos, de cordero, crudos",ración
"Sesos, de ternera, crudos",ración
"Seta, plancha",ración
Seta,ración
Sidra,vaso
Sobao,ración
Sobrasada,ración
Soda,vaso
Sofrito,ración
"Soja, fresca",ración
"Soja, frita",ración
"Soja, germinada, en conserva",cucharada
"Soja, seca, cruda",ración
"Soja, seca, remojada, hervida",ración
Sopa de pescado,ración
Sopa de sobre maravilla,ración
"Sopa de sobre, sin reconstituir",ración
Suplemento proteico,ración
Surimi,ración
Suspiros de Moya,ración
Tabasco,cucharada
Tabulé de lentejas,ración
"Tapioca, hervida",ración
Tarta de chocolate,ración
Tarta de manzana,ración
"Té, infusión, con leche",vaso
"Tenca, cruda",ración
Tequila,vaso
"Ternera, costilla, cruda",ración
"Ternera, lomo, crudo, con grasa separable",ración
"Ternera, parte s/e, asada",ración
"Ternera, parte sin especificar, cruda, con grasa separable",ración
"Ternera, solomillo, asado",ración
"Ternera, solomillo, sin grasa, crudo",ración
Titaina,ración
Tocino,ración
Tofu,ración
Tollos con mojo verde,ración
Tollos encebollados,ración
Tollos en salsa,ración
"Tomate, asado",ración
Tomate frito,cucharada
Tomate frito,ración
"Tomate, maduro, pelado y triturado, enlatado",cucharada
"Tomate, maduro, puré",cucharada
Tomate,ración
Tomates con mozzarella,ración
Tomates rellenos de requesón,ración
Tomates rellenos,ración
Tombet de cordero,ración
"Tomillo, seco",pizca
Torta de aceite,ración
"Tortilla, a la francesa",unidad
Tortilla de bacalao,ración
Tortilla de calabacín,ración
Tortilla de calabacín vegana,ración
Tortilla de coliflor,ración
Tortilla de espinacas,ración
Tortilla de patata con cebolla,ración
Tortilla de patatas vegana,ración
Tortilla francesa de atún y cebolla,ración
Tortilla francesa de champiñones,ración
Tortilla francesa de gambas y espárragos trigueros,ración
Tortilla francesa,ración
Tortillas de carnaval,ración
Tortilla vegana de calabacín,ración
Tortilla vegana de champiñones y espinacas,ración
Tortitas de avena y plátano,ración
Tortitas de calabaza,ración
Tostada con tomate y aceite de oliva,ración
Tostada de aguacate con granada,ración
"Tostada de aguacate, lechuga y queso fresco",ración
"Tostada de aguacate, queso y anchoas",ración
"Tostada de aguacate, tomate y salmón",ración
"Tostada de mantequila de cacahuete, naranja y canela",ración
"Tostada de mantequilla de almendras, fresas y coco",ración
Tostada de mantequilla de cacahuete con plátano,ración
"Tostada de mantequilla de cacahuete, manzana y almendras",ración
"Tostada de pan integral con tofu tipo ""revuelto""",ración
Tostada de plátano y canela,ración
Tostada de queso de cabra e higos,ración
Tostada de queso fresco con moras,ración
"Tostada de queso fresco, rúcula y aceite de oliva",ración
Tostada de queso fresco y kiwi,ración
"Tostada de requesón, espinacas babys y aceite de oliva",ración
"Tostada de requesón, mango y semillas de chia",ración
"Tostada de requeson, manzana y canela",ración
"Tostada de requesón, melocotón y pipas de calabaza",ración
"Tostada de tomate, queso feta y aceitunas negras",ración
"Tostada de yogur, naranja y coco desecado",ración
"Tostada de yogur, pera y nueces",ración
Tostadas con aguacate y tomate,ración
Tostadas con atún y tomate,ración
Tostadas con jamón serrano y tomate,ración
Tostadas con tomate y aceite,ración
"Tostadas de aguacate, huevo y tomate",ración
"Tostadas de aguacate, queso y pepino",ración
"Tostadas de requesón, rúcula y rábanos",ración
"Trigo, entero, crudo",ración
"Trucha, ahumada",ración
Trucha,ración
Truchas de batata,ración
"Trufa, cruda",ración
"Turrón, tipo Alicante",ración
"Uva blanca, congelada",ración
Uva blanca,ración
"Uva negra, cruda",ración
Uva pasa,cucharada
"Vaca/buey, asado",ración
"Vaca/buey, estofado",ración
"Vaca/buey, parte s/e, asado",ración
"Vaca/buey, parte s/e, estofado",ración
"Vaca/buey, solomillo, a la plancha",ración
"Vaca/buey, solomillo, crudo",ración
Vainilla,pizca
Variado de verduras y legumbres,ración
"Vermut, s/e",vaso
Vichyssoise,ración
Vieira,ración
"Vieja, cruda",ración
Vinagre balsámico,cucharada
Vinagre de manzana,cucharada
Vinagre de vino,cucharada
Vino blanco,vaso
"Vino dulce, tipo oporto",vaso
Vino rosado,vaso
Vino tinto,vaso
Vodka,vaso
"Volador, crudo",ración
Whisky,vaso
Wok de verduras y tempeh con curry,ración
"Yogur, búlgaro",unidad individual
"Yogur, desnatado, aromatizado sabor s/e",unidad individual
"Yogur, desnatado, con cereales, manzana y ciruela",unidad individual
"Yogur, desnatado, con cereales",unidad individual
"Yogur, desnatado, con cereza y frambuesa",unidad individual
"Yogur, desnatado, con ciruela, albaricoque y fibra",unidad individual
"Yogur, desnatado, con fresa, grosella y fibra",unidad individual
"Yogur, desnatado, con frutas del bosque",unidad individual
"Yogur, desnatado, con frutas tropicales",unidad individual
"Yogur, desnatado, con frutas",unidad individual
"Yogur, desnatado, con manzana",unidad individual
"Yogur, desnatado, con melocotón, frambuesa y fibra",unidad individual
"Yogur, desnatado, con melocotón y maracuyá",unidad individual
"Yogur, desnatado, con piña y pomelo",unidad individual
"Yogur, desnatado, sabor natural, azucarado",unidad individual
"Yogur, desnatado, sabor natural",unidad individual
"Yogur, desnatado, sabor vainilla",unidad individual
"Yogur, enriquecido, con frutas",unidad individual
"Yogur, enriquecido, natural, azucarado",unidad individual
"Yogur, enriquecido, natural, con nata",unidad individual
"Yogur, enriquecido, natural",unidad individual
"Yogur, enriquecido, sabor, s/e",unidad individual
"Yogur, entero, con cereales y fresas",unidad individual
"Yogur, entero, con fresas",unidad individual
"Yogur, entero, con frutas del bosque",unidad individual
Yogur griego,unidad individual
"Yogur líquido, aromatizado sabor s/e",unidad individual
"Yogur líquido, con frutas s/e",unidad individual
"Yogur, líquido, desnatado, natural",unidad individual
"Yogur líquido, entero, con cereales",unidad individual
"Yogur, líquido, entero, con fresas",unidad individual
"Yogur, líquido, entero, con frutas",unidad individual
"Yogur, líquido, entero, sabor fresa",unidad individual
"Yogur, líquido, entero, sabor fresa y plátano",unidad individual
"Yogur, líquido, entero, sabor frutas del bosque",unidad individual
"Yogur, líquido, entero, sabor piña y coco",unidad individual
"Yogur líquido, natural, azucarado",unidad individual
"Yogur líquido, ""tipo actimel""",unidad individual
Zamburiñas,ración
"Zanahoria, cruda",ración
Zarzuela de pescado,ración
Zumo de grosella negra,vaso
Zumo de grosella roja,vaso
"Zumo de lima, envasado",vaso
"Zumo de limón, fresco",vaso
Zumo de mango,vaso
Zumo de manzana,vaso
Zumo de naranja,vaso
Zumo de piña,vaso
Zumo de piña y uva,vaso
"Zumo de pomelo, envasado",vaso
"Zumo de tomate, fresco",vaso
Zumo de uva,vaso
Zumo de uva y melocotón,vaso
"Zumo de zanahoria, fresco",vaso
